Family name,Title,Personal name,Fate,Age,Department/Class,Passenger/Crew,Citizenship,Adult/Minor,Sex,age_was_imputed
SHIELDS,Mrs.,Victor E. (Retta Cohen),lost,44.0,Saloon,Passenger,USA,Adult,female,False
SHYMER,Mrs.,Robert D. (Anne C. Justice Patterson),lost,36.0,Saloon,Passenger,USA,Adult,female,False
SILVA,Mr.,Thomas James,lost,26.0,Saloon,Passenger,USA,Adult,male,False
SLIDELL,Mr.,M. Thomas,saved,41.0,Saloon,Passenger,USA,Adult,male,False
SLINGSBY,Mr.,George (valet to Mr. Orr-Lewis),saved,26.0,Saloon,Passenger,British,Adult,male,False
SMITH,Mrs.,John W. (Jessie Taft),saved,39.0,Saloon,Passenger,USA,Adult,female,False
SONNEBORN,Mr.,Henry Becker,lost,44.0,Saloon,Passenger,USA,Adult,male,False
STACKHOUSE,Commander,Joseph Foster,lost,41.0,Saloon,Passenger,British,Adult,male,False
STAINTON,Mr.,William (valet to Mr. Frohman),lost,36.0,Saloon,Passenger,USA,Adult,male,False
STEPHENS,Master,John Harrison Chattan,lost,18.0,Saloon,Passenger,British,Infant,male,False
STEPHENS,Mrs.,George Washington (Frances Ramsey McIntosh),lost,64.0,Saloon,Passenger,British,Adult,female,False
STEWART,Mr.,Duncan,lost,52.0,Saloon,Passenger,British,Adult,male,False
STONE,Mr.,Herbert Stuart,lost,43.0,Saloon,Passenger,USA,Adult,male,False
STRAUSS,Mr.,Julius,lost,39.0,Saloon,Passenger,British,Adult,male,False
STUART,Mr.,Alexander,lost,32.0,Saloon,Passenger,British,Adult,male,False
STURDY,Mr.,Charles Frederick,saved,38.0,Saloon,Passenger,British,Adult,male,False
TAYLOR,Mr.,Richard Lionel,saved,31.0,Saloon,Passenger,British,Adult,male,False
TESSON,Mr.,Frank B.,lost,49.0,Saloon,Passenger,USA,Adult,male,False
TESSON,Mrs.,Frank B. (Alice Lowe Atkins),lost,60.0,Saloon,Passenger,USA,Adult,female,False
THOMAS,Mr.,David Alfred,saved,59.0,Saloon,Passenger,British,Adult,male,False
THOMPSON,Mr.,Elbridge Blish,lost,32.0,Saloon,Passenger,USA,Adult,male,False
THOMPSON,Mrs.,Elbridge Blish (Maude Robinson),saved,32.0,Saloon,Passenger,USA,Adult,female,False
TIBERGHIEN,Mr.,Georges,lost,32.0,Saloon,Passenger,French,Adult,male,False
TIMMIS,Mr.,Robert James,saved,51.0,Saloon,Passenger,British,Adult,male,False
TOOTAL,Mr.,Frederick Edward Owen,saved,39.0,Saloon,Passenger,British,Adult,male,False
TOWNLEY,Mr.,Ernest Ethelbert,saved,56.0,Saloon,Passenger,British,Adult,male,False
TRUMBULL,Mr.,Isaac B.,lost,38.0,Saloon,Passenger,USA,Adult,male,False
TURNER,Mr.,Scott,saved,34.0,Saloon,Passenger,USA,Adult,male,False
TURTON,Mr.,George Henderson,saved,45.0,Saloon,Passenger,British,Adult,male,False
Van STRAATEN,Mr.,Martin,lost,49.0,Saloon,Passenger,British,Adult,male,False
VANDERBILT,Mr.,Alfred Gwynne,lost,37.0,Saloon,Passenger,USA,Adult,male,False
VASSAR,Mr.,William Arthur Fisher,saved,44.0,Saloon,Passenger,British,Adult,male,False
VERNON,Mr.,"VERNON, Mr. George Ley Pearce (Butler) (George La Page) ",lost,45.0,Saloon,Passenger,British,Adult,male,False
WAITES,Miss,Martha Mattie Pinder (maid to the Burnsides),lost,36.0,Saloon,Passenger,British,Adult,female,False
WAKEFIELD,Mrs.,Alfred (Alexander ?) Thomas (Mary Gertrude Smith),saved,31.0,Saloon,Passenger,British,Adult,female,False
WALKER,Mr.,David (secretary to Dr. Pearson),lost,32.0,Saloon,Passenger,USA,Adult,male,False
WALKER,Miss,Annie (maid to the Allans),saved,30.0,Saloon,Passenger,British,Adult,female,False
WALLACE-WATSON,Mrs.,William (Florence Stancliffe),lost,49.0,Saloon,Passenger,British,Adult,female,False
WATSON,Mrs.,Anthony (Katherine Elam),lost,52.0,Saloon,Passenger,USA,Adult,female,False
WILLEY,Mrs.,Cameron (Catherine E. Dietrich),lost,57.0,Saloon,Passenger,USA,Adult,female,False
WILLIAMS,Mr.,Thomas Henry,lost,32.0,Saloon,Passenger,British,Adult,male,False
WILLIAMSON,Mr.,Charles Francis,lost,40.0,Saloon,Passenger,USA,Adult,male,False
WINTER,Mr.,William Henry,lost,28.0,Saloon,Passenger,British,Adult,male,False
WITHERBEE,Master,"Alfred Scott, Jr.",lost,3.0,Saloon,Passenger,USA,Minor,male,False
WITHERBEE,Mrs.,Alfred Scott (Beatrice Wilhemena Theodora LaTouche),saved,24.0,Saloon,Passenger,USA,Adult,female,False
WITHINGTON,Mr.,Lothrop,lost,56.0,Saloon,Passenger,USA,Adult,male,False
WOOD,Mr.,"Arthur ""Al"" John",lost,37.0,Saloon,Passenger,British,Adult,male,False
WRIGHT,Mr.,Robert Currie,saved,54.0,Saloon,Passenger,USA,Adult,male,False
WRIGHT,Mr.,Walter,lost,32.0,Saloon,Passenger,British,Adult,male,False
YOUNG,Mr.,James Mason,lost,60.0,Saloon,Passenger,British,Adult,male,False
YOUNG,Mrs.,James Mason (Georgina Ann Vernon),lost,56.0,Saloon,Passenger,British,Adult,female,False
YUNG,Mr.,Philippe Joseph,saved,33.0,Saloon,Passenger,Belgian,Adult,male,False
ABAS,Mrs.,Philip Robert (Beatrice Sanderson),lost,26.0,Second,Passenger,British,Adult,female,False
ABAS,Miss,Beatrice,lost,2.0,Second,Passenger,British,Minor,female,False
ABAS,Miss,Isabel,lost,6.0,Second,Passenger,British,Minor,female,False
ABERCROMBY,Mr.,Ralph Frank,lost,21.0,Second,Passenger,British,Adult,male,False
ABRAMOWITZ,Mr.,Samuel,saved,36.0,Second,Passenger,Russian,Adult,male,False
ACKROYD,Master,Frederick,lost,3.0,Second,Passenger,British,Minor,male,False
ACKROYD,Mrs.,Hannah (Hannah Hardaker),lost,31.0,Second,Passenger,British,Adult,female,False
ADAMS,Mr.,Allan H.,saved,42.0,Second,Passenger,British,Adult,male,False
ADAMS,Mrs.,Albert E. (Gertrude Pollett),saved,25.0,Second,Passenger,British,Adult,female,False
ADAMS,Miss,Joan M.,lost,2.0,Second,Passenger,British,Minor,female,False
AISTON,Mr.,Mr. Joseph,saved,20.0,Second,Passenger,British,Adult,male,False
AITKEN,Miss,"Crissy ""Chrissie"" Nicol Marshall Lizzie Stark",saved,16.0,Second,Passenger,British,Minor,female,False
AITKEN,Mr.,"James Jarvie, Sr.",lost,31.0,Second,Passenger,British,Adult,male,False
AITKEN,Mr.,James,lost,59.0,Second,Passenger,British,Adult,male,False
AITKEN,Master,"James Jarvie, Jr.",lost,2.0,Second,Passenger,British,Minor,male,False
ALLEN,Mr.,John,saved,32.0,Second,Passenger,British,Adult,male,False
AMORY,Mrs.,Alfred Howard (Phoebe Sledge),saved,65.0,Second,Passenger,British,Adult,female,False
ANDERSON,Mrs.,Rowland (Emily Mary Pybus),saved,26.0,Second,Passenger,British,Adult,female,False
ANDERSON,Miss,Barbara Winifred,saved,2.0,Second,Passenger,British,Minor,female,False
ANDERSON,Mrs.,George R. (Margaret Armstrong Scott),lost,30.0,Second,Passenger,British,Adult,female,False
ARMITAGE,Mrs.,Martin? (Florence Gertrude Burke Martin),lost,27.0,Second,Passenger,British,Adult,female,False
ARNOTT,Mr.,Robert,lost,32.0,Second,Passenger,British,Adult,male,False
ARTER,Mr.,James Sydney,saved,33.0,Second,Passenger,British,Adult,male,False
ARTHUR,Mr.,George Henry (Herbert?),lost,32.0,Second,Passenger,British,Adult,male,False
BAILEY,Mr.,Walter George (William),lost,53.0,Second,Passenger,British,Adult,male,False
BAILEY,Mrs.,Walter George (Jessie Annie Hanford),lost,45.0,Second,Passenger,British,Adult,female,False
BAILEY,Miss,Ivy,lost,15.0,Second,Passenger,British,Minor,female,False
BAKER,Miss,Eva,lost,31.0,Second,Passenger,British,Adult,female,False
BANCROFT,Mr.,"William Blanchard, Jr.",lost,27.0,Second,Passenger,USA,Adult,male,False
BARBER,Miss,Constance,lost,31.0,Second,Passenger,British,Adult,female,False
BARBOUR,Miss,Bessie,saved,31.0,Second,Passenger,British,Adult,female,False
BARCHARD,Mr.,Edmund E.,lost,39.0,Second,Passenger,British,Adult,male,False
BARKER,Mrs.,Thomas (Martha Ann Bullock),saved,39.0,Second,Passenger,USA,Adult,female,False
BARKER,Miss,Winifred,lost,9.0,Second,Passenger,USA,Minor,female,False
BARR,Mr.,James (John),lost,32.0,Second,Passenger,British,Adult,male,False
BARR,Mrs.,James (Catherine Symington Young),lost,40.0,Second,Passenger,British,Adult,female,False
BARRETT,Miss,May,saved,25.0,Second,Passenger,British,Adult,female,False
BARRY,Mr.,Edward,saved,38.0,Second,Passenger,British,Adult,male,False
BARTLETT,Mr.,Edmund Thomas,saved,56.0,Second,Passenger,British,Adult,male,False
BAXTER,Mr.,William,lost,32.0,Second,Passenger,British,Adult,male,False
BAXTER,Master,William,lost,6.0,Second,Passenger,British,Minor,male,False
BAXTER,Mrs.,William (Annie E. Ripley),saved,39.0,Second,Passenger,British,Adult,female,False
BEATTIE,Mr.,Allan Martin,saved,18.0,Second,Passenger,British,Adult,male,False
BEATTIE,Reverend,James Anderson,lost,53.0,Second,Passenger,British,Adult,male,False
BEATTIE,Mrs.,James Anderson (Margaret White Dall),saved,55.0,Second,Passenger,British,Adult,female,False
BEATTIE,Mrs.,John A. (Grace S.),lost,31.0,Second,Passenger,British,Adult,female,False
BEAUMONT,Mr.,James,lost,32.0,Second,Passenger,British,Adult,male,False
BILBROUGH,Mr.,George William,saved,36.0,Second,Passenger,British,Adult,male,False
BINGHAM,Miss,Alice Winifred,lost,35.0,Second,Passenger,British,Adult,female,False
BIRCHALL,Mr.,Henry,saved,32.0,Second,Passenger,British,Adult,male,False
BIRD,Mrs.,Lyndon (Rose Holloway),lost,36.0,Second,Passenger,British,Adult,female,False
BOOTH,Mr.,John,lost,35.0,Second,Passenger,British,Adult,male,False
BOOTH,Master,Nigel Frederick,saved,8.0,Second,Passenger,British,Infant,male,False
BOOTH,Mrs.,Charles Harry (Emily Eliza Hadfield) ,lost,30.0,Second,Passenger,British,Adult,female,False
BOOTH-JONES,Mr.,Edward,lost,38.0,Second,Passenger,British,Adult,male,False
BOOTH-JONES,Master,Percival,lost,4.0,Second,Passenger,British,Minor,male,False
BOOTH-JONES,Mrs.,Edward (Millichamp Jones),lost,25.0,Second,Passenger,British,Adult,female,False
BOOTH-JONES,Miss,Ailsa Georgina,lost,8.0,Second,Passenger,British,Minor,female,False
BOURKE,Mrs.,Mabel Juliet (Mabel Juliet Kegaad),lost,31.0,Second,Passenger,British,Adult,female,False
BOYD,Miss,Margaret L.,lost,31.0,Second,Passenger,British,Adult,female,False
BRADDICK,Mr.,Sidral William,lost,32.0,Second,Passenger,British,Adult,male,False
BRAMMER,Mrs.,Richard H. (Elizabeth Jane Bott),saved,32.0,Second,Passenger,British,Adult,female,False
BRAMMER,Miss,Edith,saved,8.0,Second,Passenger,British,Minor,female,False
BRETHERTON,Master,Paul,saved,3.0,Second,Passenger,USA,Minor,male,False
BRETHERTON,Mrs.,Cyril Herbert Emanuel (Norah Annie Keating),saved,32.0,Second,Passenger,USA,Adult,female,False
BRETHERTON,Miss,"Elizabeth ""Betty""",lost,15.0,Second,Passenger,USA,Infant,female,False
BRILLY,Mr.,Louis,lost,43.0,Second,Passenger,Italian,Adult,male,False
BROWN,Mr.,Daniel Taylor,saved,43.0,Second,Passenger,British,Adult,male,False
BROWNLIE,Mr.,Thomas,lost,32.0,Second,Passenger,British,Adult,male,False
BROWNLIE,Mrs.,Thomas (Margaret McKennon),saved,41.0,Second,Passenger,British,Adult,female,False
BRYCE,Mr.,Hugh B.,saved,33.0,Second,Passenger,British,Adult,male,False
BRYCE,Mrs.,Hugh B. (Annabelle Anderson),saved,33.0,Second,Passenger,British,Adult,female,False
BUCHANAN,Miss,Mary,lost,30.0,Second,Passenger,British,Adult,female,False
BULL,Mrs.,John Henry (Elizabeth Farrar),lost,62.0,Second,Passenger,British,Adult,female,False
BULLEN,Mr.,Henry Garnet,lost,32.0,Second,Passenger,British,Adult,male,False
BURDON,Master,Robert P.,saved,14.0,Second,Passenger,British,Infant,male,False
BURDON,Mrs.,Andrew Thompson (Ellen Mary Rickwood),saved,24.0,Second,Passenger,British,Adult,female,False
BURLEY,Mr.,Reuben,lost,39.0,Second,Passenger,British,Adult,male,False
BURLEY,Master,Reginald,lost,32.0,Second,Passenger,British,Infant,male,False
BURLEY,Mrs.,Reuben (Florence Bull),lost,38.0,Second,Passenger,British,Adult,female,False
BURLEY,Miss,Doris Florence,lost,9.0,Second,Passenger,British,Minor,female,False
BUSVINE,Mr.,William Robert,lost,34.0,Second,Passenger,British,Adult,male,False
BUTLER,Mr.,Thomas O'Brien,lost,43.0,Second,Passenger,British,Adult,male,False
BUTLER,Mrs.,W. (Margaret),lost,40.0,Second,Passenger,British,Adult,female,False
BUTTERS,Miss,Margaret,lost,39.0,Second,Passenger,British,Adult,female,False
CALLAN,Mr.,Patrick,lost,46.0,Second,Passenger,USA,Adult,male,False
CALTERBACK,Miss,Alice Margaret (Kaltenbach?),lost,31.0,Second,Passenger,British,Adult,female,False
CAMPBELL,Mr.,William,lost,31.0,Second,Passenger,British,Adult,male,False
CAMPBELL,Mr.,Kennedy,lost,32.0,Second,Passenger,British,Adult,male,False
CAMPBELL,Miss,Ada Mena,saved,31.0,Second,Passenger,British,Adult,female,False
CAMPBELL,Mrs.,William (Amy E. Oliver),saved,33.0,Second,Passenger,British,Adult,female,False
CAMPBELL,Miss,"Christina ""Tina"" Fraser",lost,31.0,Second,Passenger,British,Adult,female,False
CANDLISH,Mr.,Arthur,lost,33.0,Second,Passenger,USA,Adult,male,False
CANDLISH,Mrs.,Arthur (Ellen Gardner),saved,30.0,Second,Passenger,USA,Adult,female,False
CARSON,Miss,Henrietta,lost,19.0,Second,Passenger,British,Adult,female,False
CATHERWOOD,Mr.,John,lost,41.0,Second,Passenger,USA,Adult,male,False
CATHERWOOD,Mrs.,John (Maria Carson),lost,40.0,Second,Passenger,USA,Adult,female,False
CATTLEY,Mr.,Colin,lost,32.0,Second,Passenger,British,Adult,male,False
CHALMERS,Mrs.,Adam (Blanche Gregory),lost,31.0,Second,Passenger,British,Adult,female,False
CHAMBERS,Mr.,Guy Winstaney P.,saved,36.0,Second,Passenger,British,Adult,male,False
CHAMBERS,Mrs.,Guy Winstaney P. (Ethel Paul),lost,30.0,Second,Passenger,British,Adult,female,False
CHANTRY,Mr.,Harold,lost,22.0,Second,Passenger,British,Adult,male,False
CHANTRY,Mrs.,Harold (Mina),lost,21.0,Second,Passenger,British,Adult,female,False
CHANTRY,Miss,Elizabeth Ellen,lost,3.0,Second,Passenger,British,Infant,female,False
CHARLES,Miss,Eleanor,lost,31.0,Second,Passenger,British,Adult,female,False
CHATT,Miss,Anna,lost,31.0,Second,Passenger,British,Adult,female,False
CHIRGWIN,Master,Richard,lost,32.0,Second,Passenger,British,Infant,male,False
CHIRGWIN,Mrs.,Frederick (Maud Gertrude Cox),lost,31.0,Second,Passenger,British,Adult,female,False
CLARKE,Mrs.,Francis William (Nore),lost,31.0,Second,Passenger,British,Adult,female,False
CLAY,Miss,Elizabeth Alice,lost,44.0,Second,Passenger,British,Adult,female,False
CLAYTON,Mr.,William,lost,32.0,Second,Passenger,British,Adult,male,False
CLAYTON,Mrs.,William (?),lost,31.0,Second,Passenger,British,Adult,female,False
COCKBURN,Mr.,Guy Rosebery,saved,31.0,Second,Passenger,British,Adult,male,False
COLBERT,Mr.,William F.,lost,51.0,Second,Passenger,British,Adult,male,False
COLBERT,Mrs.,William F. (Helena M. Sherlock),lost,45.0,Second,Passenger,British,Adult,female,False
COLEMAN,Miss,Susan,saved,22.0,Second,Passenger,British,Adult,female,False
COLLIS,Mr.,Edwin Martin,saved,38.0,Second,Passenger,USA,Adult,male,False
CONDON,Mrs.,Terrence (Delia Josephine Doyle),lost,28.0,Second,Passenger,USA,Adult,female,False
COSTELLO,Miss,Mary,lost,31.0,Second,Passenger,British,Adult,female,False
COWPER,Mr.,Ernest Sedgwick,saved,32.0,Second,Passenger,British,Adult,male,False
COX,Master,Desmond Francis,saved,17.0,Second,Passenger,British,Infant,male,False
COX,Mrs.,Samuel J. (Margaret Elizabeth Robinson),saved,27.0,Second,Passenger,British,Adult,female,False
CRITCHISON,Mr.,Stanley Lascelles,saved,31.0,Second,Passenger,British,Adult,male,False
CRITCHISON,Master,Bernard,lost,13.0,Second,Passenger,British,Infant,male,False
CRITCHISON,Mrs.,Stanley Lascelles (Lilian Hayes),lost,31.0,Second,Passenger,British,Adult,female,False
CROSBY,Miss,Ellen,lost,36.0,Second,Passenger,British,Adult,female,False
CROSBY,Miss,Annie,lost,31.0,Second,Passenger,British,Adult,female,False
CROSSLEY,Mr.,Cyrus,saved,37.0,Second,Passenger,British,Adult,male,False
CROSSLEY,Mrs.,Cyrus (Sylvia Ellen Milsom),saved,34.0,Second,Passenger,British,Adult,female,False
DALE,Mr.,William,lost,31.0,Second,Passenger,British,Adult,male,False
DALRYMPLE,Mr.,David,saved,32.0,Second,Passenger,British,Adult,male,False
DAVIES,Mr.,George F.,lost,43.0,Second,Passenger,British,Adult,male,False
DAVIS,Mrs.,Anna (Anna John),lost,52.0,Second,Passenger,USA,Adult,female,False
De BROISSIERRE,Mr.,Etienne T.,lost,32.0,Second,Passenger,Belgian,Adult,male,False
DEWHURST,Mr.,William,lost,32.0,Second,Passenger,British,Adult,male,False
DINGLEY,Mrs.,Edward (Katherine S. Glenn),lost,40.0,Second,Passenger,British,Adult,female,False
DIXON,Mr.,Arthur,lost,32.0,Second,Passenger,British,Adult,male,False
DIXON,Master,Stanley,lost,6.0,Second,Passenger,British,Minor,male,False
DIXON,Mrs.,Arthur (Bertha),saved,31.0,Second,Passenger,British,Adult,female,False
DOCHERTY,Master,"Thomas William, Jr.",saved,2.0,Second,Passenger,USA,Infant,male,False
DOCHERTY,Mrs.,"William (Mabel ""Millie"" Irving)",saved,29.0,Second,Passenger,USA,Adult,female,False
DODD,Miss,Dorothy,saved,31.0,Second,Passenger,British,Adult,female,False
DOLPHIN,Miss,Avis Gertrude,saved,12.0,Second,Passenger,British,Minor,female,False
DONAHUE,Miss,Sarah,lost,35.0,Second,Passenger,British,Adult,female,False
DONALD,Mr.,Archibald Douglas,saved,26.0,Second,Passenger,British,Adult,male,False
DUGUID,Mr.,George Davie,saved,32.0,Second,Passenger,British,Adult,male,False
DUNCAN,Mrs.,Robert (Ellen Reid),saved,31.0,Second,Passenger,British,Adult,female,False
DYER,Mr.,Robert,saved,47.0,Second,Passenger,USA,Adult,male,False
EGANA,Mr.,Vincente,saved,19.0,Second,Passenger,Spanish,Adult,male,False
EHRHARDT,Mr.,Herbert W.,saved,21.0,Second,Passenger,British,Adult,male,False
ELLIOT,Mr.,Arthur W.,lost,30.0,Second,Passenger,British,Adult,male,False
ELLIOT,Mrs.,Arthur W. (Annie Louise),saved,25.0,Second,Passenger,British,Adult,female,False
ELLIS,Mr.,Herbert,lost,45.0,Second,Passenger,British,Adult,male,False
ELLIS,Mr.,John,saved,32.0,Second,Passenger,British,Adult,male,False
ELLIS,Miss,Hilda,lost,31.0,Second,Passenger,British,Adult,female,False
EWART,Mr.,Robert James,saved,36.0,Second,Passenger,USA,Adult,male,False
EXLEY,Miss,Ida,lost,19.0,Second,Passenger,British,Adult,female,False
FENTIMAN,Miss,Nellie,lost,33.0,Second,Passenger,British,Adult,female,False
FERGUSON,Mr.,John,lost,49.0,Second,Passenger,USA,Adult,male,False
FERRIER,Mr.,Alexander Hubert Buxton,lost,33.0,Second,Passenger,British,Adult,male,False
FERRIER,Mrs.,Alexander Hubert Buxton (Mary Beata Elizabeth Hayter Stevens),saved,21.0,Second,Passenger,British,Adult,female,False
FERRIER,Miss,Sheila,lost,13.0,Second,Passenger,British,Infant,female,False
FINCH,Mrs.,William (Eva Eliza),lost,29.0,Second,Passenger,British,Adult,female,False
FISH,Mrs.,"Joseph ""John E."" (Sarah Mary Rogers, sister of Elizabeth Rogers)",saved,31.0,Second,Passenger,British,Adult,female,False
FISH,Miss,Marion Enid,saved,8.0,Second,Passenger,British,Minor,female,False
FISH,Miss,Sadie Eileen,saved,10.0,Second,Passenger,British,Minor,female,False
FISH,Miss,Joan,lost,5.0,Second,Passenger,British,Infant,female,False
FOLEY,Mr.,Arthur Richard,lost,51.0,Second,Passenger,USA,Adult,male,False
FOSS,Dr.,Carl Elmer ,saved,27.0,Second,Passenger,USA,Adult,male,False
FOX,Mr.,Francis Edwin,lost,30.0,Second,Passenger,British,Adult,male,False
FOX,Mrs.,Francis Edwin (Emily Gaisford),lost,28.0,Second,Passenger,British,Adult,female,False
FREEMAN,Mrs.,John (Rachel Grant),saved,30.0,Second,Passenger,British,Adult,female,False
FREEMAN,Mr.,John,saved,37.0,Second,Passenger,British,Adult,male,False
FRENCH,Miss,Grace Hope,saved,24.0,Second,Passenger,British,Adult,female,False
FRIEDMAN,Mr.,Samuel,lost,28.0,Second,Passenger,USA,Adult,male,False
FROST,Mr.,Harry Robinson,saved,42.0,Second,Passenger,USA,Adult,male,False
FULTON,Mr.,John Napier,lost,59.0,Second,Passenger,USA,Adult,male,False
FYFE,Mrs.,James (Jeanie Graham),saved,65.0,Second,Passenger,USA,Adult,female,False
GADSEN,Mr.,Arthur,saved,39.0,Second,Passenger,British,Adult,male,False
GALLIGAN,Miss,Margaret,saved,22.0,Second,Passenger,British,Adult,female,False
GARDNER,Mr.,James Andrew,lost,32.0,Second,Passenger,British,Adult,male,False
GARDNER,Master,"William Gerard ""Willie""",saved,11.0,Second,Passenger,British,Minor,male,False
GARDNER,Master,Eric,saved,16.0,Second,Passenger,British,Minor,male,False
GARDNER,Mrs.,James Andrew (Annie Gray),lost,31.0,Second,Passenger,British,Adult,female,False
GARRY,Mr.,Christopher,lost,51.0,Second,Passenger,USA,Adult,male,False
GAUTHIER,Mr.,Carlos,lost,32.0,Second,Passenger,Argentine,Adult,male,False
GILHOOLY,Miss,Catherine,saved,31.0,Second,Passenger,British,Adult,female,False
GILL,Mrs.,James (Catherine Harris),lost,38.0,Second,Passenger,British,Adult,female,False
GILSENAN,Mr.,Hugh,lost,60.0,Second,Passenger,USA,Adult,male,False
GLANCY,Mr.,Joseph,saved,43.0,Second,Passenger,British,Adult,male,False
GOODMAN,Mr.,Arthur,lost,32.0,Second,Passenger,British,Adult,male,False
GRANDIDGE,Mrs.,Arthur (Nancie B. May),lost,26.0,Second,Passenger,British,Adult,female,False
GRANDIDGE,Miss,Eva Mary,lost,3.0,Second,Passenger,British,Minor,female,False
GRAY,Mr.,James Paul,saved,59.0,Second,Passenger,British,Adult,male,False
GRAY,Mr.,Robert Duncan,saved,35.0,Second,Passenger,British,Adult,male,False
GRAY,Master,Stuart James,lost,4.0,Second,Passenger,USA,Minor,male,False
GRAY,Mrs.,William Hiram (Terence Florence Healey),lost,24.0,Second,Passenger,USA,Adult,female,False
GREENWOOD,Master,Ronald Sutcliffe,lost,11.0,Second,Passenger,USA,Minor,male,False
GRIFFITHS,Mr.,Christopher William,saved,32.0,Second,Passenger,British,Adult,male,False
GRIMSHAW,Mr.,Arthur,lost,18.0,Second,Passenger,British,Adult,male,False
GROVES,Mr.,Sydney Frederick,lost,28.0,Second,Passenger,British,Adult,male,False
GROVES,Master,Frederick,lost,1.0,Second,Passenger,British,Infant,male,False
GROVES,Mrs.,Sydney Frederick (Clara Lee),lost,27.0,Second,Passenger,British,Adult,female,False
GWYER,Reverend,Herbert Linford,saved,32.0,Second,Passenger,British,Adult,male,False
GWYER,Mrs.,Herbert Linford (Margaret Inglis Adams Cairns),saved,26.0,Second,Passenger,British,Adult,female,False
HAIGH,Mr.,James Harold,lost,38.0,Second,Passenger,British,Adult,male,False
HALDANE,Mr.,James Cargill,saved,36.0,Second,Passenger,British,Adult,male,False
HAMILTON,Mrs.,John (Isabella Murrhead),lost,31.0,Second,Passenger,British,Adult,female,False
HAMPSHIRE,Miss,Elizabeth Eleanor,saved,36.0,Second,Passenger,British,Adult,female,False
HANES,Mr.,Duncan Arthur Walpole,saved,32.0,Second,Passenger,British,Adult,male,False
HANSON,Mr.,Samuel,lost,51.0,Second,Passenger,British,Adult,male,False
HANSON,Mrs.,Samuel (Mary Harrison),lost,59.0,Second,Passenger,British,Adult,female,False
HARDY,Miss,Elsie,saved,25.0,Second,Passenger,British,Adult,female,False
HARE,Miss,Bessie,lost,27.0,Second,Passenger,British,Adult,female,False
HARRIS,Mr.,Reuben,lost,63.0,Second,Passenger,British,Adult,male,False
HARRIS,Mrs.,Reuben (Emma),lost,61.0,Second,Passenger,British,Adult,female,False
HARRISON,Mr.,James,lost,48.0,Second,Passenger,British,Adult,male,False
HARRISON,Mr.,Herbert Kesteven,lost,37.0,Second,Passenger,British,Adult,male,False
HASTINGS,Mrs.,David (Margaret Anderson Gardiner),lost,40.0,Second,Passenger,British,Adult,female,False
HENDERSON,Master,"Harris ""Huntley""",saved,10.0,Second,Passenger,British,Minor,male,False
HENDERSON,Mrs.,"Harris ""Huntley"" Russell (Violet Alice Yeatman)",saved,32.0,Second,Passenger,British,Adult,female,False
HENDRICKSON,Mr.,Knud I.,lost,32.0,Second,Passenger,British,Adult,male,False
HENN,Mr.,Ernest George,lost,35.0,Second,Passenger,British,Adult,male,False
HENN,Mrs.,Ernest George (Edith Mabel Fisher),lost,27.0,Second,Passenger,British,Adult,female,False
HENSHAW,Mrs.,George (Mabel Iris Baker),saved,27.0,Second,Passenger,British,Adult,female,False
HENSHAW,Miss,Mary (Constance?),lost,5.0,Second,Passenger,British,Infant,female,False
HERBERT,Mrs.,E. V. (Florence),lost,26.0,Second,Passenger,British,Adult,female,False
HERTZ,Mr.,Douglas Grant,saved,32.0,Second,Passenger,British,Adult,male,False
HIGGINBOTTOM,Miss,"Mary ""Polly""",lost,31.0,Second,Passenger,British,Adult,female,False
HILL,Mrs.,"Richard (Emma ""Emmie"" Jane Haynes)",saved,31.0,Second,Passenger,British,Adult,female,False
HILL,Mr.,William Spencer,saved,29.0,Second,Passenger,British,Adult,male,False
HOGG,Mrs.,Ellen,saved,28.0,Second,Passenger,British,Adult,female,False
HOLBOURN,Professor,"John ""Ian"" Bernard Stoughton",saved,43.0,Second,Passenger,British,Adult,male,False
HOLLAND,Mrs.,H. Hedley L. (Nina),saved,34.0,Second,Passenger,USA,Adult,female,False
HOMEWOOD,Mr.,William Thomas,lost,30.0,Second,Passenger,British,Adult,male,False
HOPKINS,Mr.,David Thomas,lost,25.0,Second,Passenger,British,Adult,male,False
HOPKINS,Miss,Alice Eliza,lost,33.0,Second,Passenger,British,Adult,female,False
HOPKINS,Miss,Kate Mary,lost,35.0,Second,Passenger,British,Adult,female,False
HORSBURGH,Miss,Martha,lost,21.0,Second,Passenger,British,Adult,female,False
HORTON,Mrs.,Edwin (Elizabeth),lost,51.0,Second,Passenger,British,Adult,female,False
HOSKINS,Mr.,Arthur,saved,32.0,Second,Passenger,British,Adult,male,False
HOUNSELL,Mr.,Edgar Cyril,saved,28.0,Second,Passenger,British,Adult,male,False
HUBBARD,Mr.,Frederick Cole Amos,lost,24.0,Second,Passenger,British,Adult,male,False
HULL,Mrs.,George (Winifred Keeling),saved,33.0,Second,Passenger,British,Adult,female,False
HUME,Mrs.,Samuel Elliott (Mary Agnes Elliott),lost,27.0,Second,Passenger,USA,Adult,female,False
HUMPHREYS,Mr.,Henry St. Giles,lost,32.0,Second,Passenger,British,Adult,male,False
HUNT,Miss,Isabella Gertrude,lost,37.0,Second,Passenger,British,Adult,female,False
HUNTER,Mr.,George Hardie,lost,36.0,Second,Passenger,British,Adult,male,False
