Family name,Title,Personal name,Fate,Age,Department/Class,Passenger/Crew,Citizenship,Adult/Minor,Sex,age_was_imputed
ROBINSON,Mr.,William,saved,32.0,Engineering,Crew,British,Adult,male,False
ROGAN,Mr.,John,lost,32.0,Engineering,Crew,British,Adult,male,False
ROSS,Mr.,E. W.,saved,32.0,Engineering,Crew,British,Adult,male,False
ROSSITER,Mr.,Laurence,saved,32.0,Engineering,Crew,British,Adult,male,False
ROWAN,Mr.,Fred,saved,44.0,Engineering,Crew,British,Adult,male,False
ROWE,Mr.,John,lost,32.0,Engineering,Crew,British,Adult,male,False
RUDDAN,Mr.,Thomas,saved,32.0,Engineering,Crew,British,Adult,male,False
RYAN (Rice),Mr.,Edward,lost,32.0,Engineering,Crew,British,Adult,male,False
SAVAGE,Mr.,Frank,lost,32.0,Engineering,Crew,British,Adult,male,False
SCANNELL,Mr.,Charles,saved,25.0,Engineering,Crew,British,Adult,male,False
SCOTT,Mr.,C.,lost,32.0,Engineering,Crew,British,Adult,male,False
SHARKEY,Mr.,John    ,saved,32.0,Engineering,Crew,British,Adult,male,False
SHEPHERD,Mr.,Ralph Alfred,lost,32.0,Engineering,Crew,British,Adult,male,False
SHERIDAN,Mr.,Geoffrey,lost,50.0,Engineering,Crew,British,Adult,male,False
SHERIDAN,Mr.,Patrick,lost,56.0,Engineering,Crew,British,Adult,male,False
SINNOT,Mr.,William,saved,32.0,Engineering,Crew,British,Adult,male,False
SLAVIN,Mr.,Owen,saved,32.0,Engineering,Crew,British,Adult,male,False
SMITH,Mr.,William Thomas,lost,32.0,Engineering,Crew,British,Adult,male,False
SOUTHWOLD,Mr.,Henry,lost,32.0,Engineering,Crew,British,Adult,male,False
STAFFORD,Mr.,Thomas,saved,32.0,Engineering,Crew,British,Adult,male,False
STANLEY,Mr.,H.,saved,32.0,Engineering,Crew,British,Adult,male,False
STANLEY (Shanley?),Mr.,J.,saved,32.0,Engineering,Crew,British,Adult,male,False
SWEENEY,Mr.,Jeremiah,lost,32.0,Engineering,Crew,British,Adult,male,False
TAYLOR,Mr.,Chris,saved,32.0,Engineering,Crew,British,Adult,male,False
TAYLOR,Mr.,Thomas,lost,32.0,Engineering,Crew,British,Adult,male,False
TEAR,Mr.,Joseph Edward,lost,32.0,Engineering,Crew,British,Adult,male,False
THOMPSON,Mr.,John,lost,32.0,Engineering,Crew,British,Adult,male,False
THOMPSON,Mr.,John E.,saved,32.0,Engineering,Crew,British,Adult,male,False
THOMPSON,Mr.,Michael,lost,32.0,Engineering,Crew,British,Adult,male,False
TIERNEY,Mr.,Michael,saved,32.0,Engineering,Crew,British,Adult,male,False
TONER (Tower),Mr.,"Francis ""Frank""",saved,32.0,Engineering,Crew,British,Adult,male,False
TOOLE,Mr.,James,lost,38.0,Engineering,Crew,British,Adult,male,False
TRAINOR,Mr.,A. (Thomas Pilcher),lost,32.0,Engineering,Crew,British,Adult,male,False
TRAYNOR,Mr.,Philip Henry,lost,28.0,Engineering,Crew,British,Adult,male,False
TURNER,Mr.,Joseph,lost,32.0,Engineering,Crew,British,Adult,male,False
VOSE,Mr.,George,lost,32.0,Engineering,Crew,British,Adult,male,False
WALSH,Mr.,R.,saved,32.0,Engineering,Crew,British,Adult,male,False
WARD,Mr.,Michael,lost,28.0,Engineering,Crew,British,Adult,male,False
WARD,Mr.,John,saved,32.0,Engineering,Crew,British,Adult,male,False
WAREING,Mr.,Richard,lost,52.0,Engineering,Crew,British,Adult,male,False
WEBB,Mr.,James,lost,32.0,Engineering,Crew,British,Adult,male,False
WELSH,Mr.,Christopher,lost,28.0,Engineering,Crew,British,Adult,male,False
WELSH,Mr.,Martin,lost,36.0,Engineering,Crew,British,Adult,male,False
WHEELHOUSE,Mr.,Alfred Faulkner,lost,32.0,Engineering,Crew,British,Adult,male,False
WHELAN,Mr.,John James,lost,32.0,Engineering,Crew,British,Adult,male,False
WHITMORE,Mr.,George,saved,32.0,Engineering,Crew,British,Adult,male,False
WIENCKE,Mr.,Paul Frederick (Friedriche),lost,38.0,Engineering,Crew,German,Adult,male,False
WIENCKE,Master,Paul,lost,16.0,Engineering,Crew,British,Minor,male,False
WILLIAMS,Mr.,Sydney,lost,32.0,Engineering,Crew,British,Adult,male,False
WOOD,Mr.,John H.,lost,32.0,Engineering,Crew,British,Adult,male,False
WOODS,Mr.,Joseph,saved,32.0,Engineering,Crew,British,Adult,male,False
WYLIE,Mr.,Richard G.,saved,31.0,Engineering,Crew,British,Adult,male,False
WYNN,Mr.,Peter,lost,32.0,Engineering,Crew,British,Adult,male,False
ADAMS,Mr.,William McMillan,saved,19.0,Saloon,Passenger,USA,Adult,male,False
ADAMS,Mr.,Arthur Henry,lost,46.0,Saloon,Passenger,USA,Adult,male,False
ADAMS,Mr.,Henry,lost,58.0,Saloon,Passenger,British,Adult,male,False
ADAMS,Mrs.,Henry (Annie Elizabeth Macnutt),saved,46.0,Saloon,Passenger,British,Adult,female,False
ALLAN,Lady,Hugh Montagu (Marguerite Ethel MacKenzie),saved,42.0,Saloon,Passenger,British,Adult,female,False
ALLAN,Miss,Gwendolyn Evelyn,lost,15.0,Saloon,Passenger,British,Minor,female,False
ALLAN,Miss,Anna Marjory,lost,16.0,Saloon,Passenger,British,Minor,female,False
ALLEN,Miss,Dorothy Ditman (nurse to the Cromptons),lost,26.0,Saloon,Passenger,USA,Adult,female,False
ALLES,Mr.,Nicholas Naftel,saved,50.0,Saloon,Passenger,USA,Adult,male,False
AYALA,Mr.,Julian de,saved,45.0,Saloon,Passenger,Cuban,Adult,male,False
BAKER,Mr.,James,saved,50.0,Saloon,Passenger,British,Adult,male,False
BAKER,Miss,"Amelia ""Millie"" Anne",lost,27.0,Saloon,Passenger,USA,Adult,female,False
BALDWIN,Mr.,Harry Bradley,lost,48.0,Saloon,Passenger,USA,Adult,male,False
BALDWIN,Mrs.,Harry Bradley (Mary Margaret MacCauley),lost,38.0,Saloon,Passenger,USA,Adult,female,False
BARNES,Mr.,Allen Byron,saved,43.0,Saloon,Passenger,British,Adult,male,False
BARTLETT,Mr.,George Walter Bowers,saved,42.0,Saloon,Passenger,British,Adult,male,False
BARTLETT,Mrs.,George W. B. (Irma Florine Rothschild),saved,31.0,Saloon,Passenger,British,Adult,female,False
BATES,Mr.,"Lindon Wallace, Jr.",lost,32.0,Saloon,Passenger,USA,Adult,male,False
BATTERSBY,Mr.,James Johnson,saved,40.0,Saloon,Passenger,British,Adult,male,False
BERNARD,Mr.,Oliver Percy,saved,34.0,Saloon,Passenger,British,Adult,male,False
BERNARD,Mr.,"Clinton ""Will"" Percival",saved,27.0,Saloon,Passenger,USA,Adult,male,False
BILICKE,Mr.,Albert Clay,lost,54.0,Saloon,Passenger,USA,Adult,male,False
BILICKE,Mrs.,Albert Clay (Gladys Huff),saved,50.0,Saloon,Passenger,USA,Adult,female,False
BISTIS,Mr.,Leonidas M.,lost,33.0,Saloon,Passenger,Greek,Adult,male,False
BLACK,Mr.,James Joseph,lost,39.0,Saloon,Passenger,British,Adult,male,False
BLOOMFIELD,Mr.,Thomas,lost,50.0,Saloon,Passenger,USA,Adult,male,False
BOHAN,Mr.,James,saved,38.0,Saloon,Passenger,British,Adult,male,False
BOULTON,Mr.,Denis Duncan Harold Owen,saved,23.0,Saloon,Passenger,British,Adult,male,False
BOUTEILLER,Mrs.,Paul (Elise Schauring) (maid to the Loneys),lost,47.0,Saloon,Passenger,French,Adult,female,False
BOWRING,Mr.,Charles Warren,saved,44.0,Saloon,Passenger,British,Adult,male,False
BRAITHWAITE,Miss,Dorothy Douglas,lost,24.0,Saloon,Passenger,British,Adult,female,False
BRANDELL,Miss,Josephine Mary,saved,23.0,Saloon,Passenger,USA,Adult,female,False
BRODRICK,Mr.,Carlton Thayer,lost,28.0,Saloon,Passenger,USA,Adult,male,False
BRODRICK-CLOETE,Mr.,William,lost,63.0,Saloon,Passenger,British,Adult,male,False
BROOKS,Mr.,"James ""Jay"" Ham",saved,41.0,Saloon,Passenger,USA,Adult,male,False
BROWN,Mr.,William Henry Helm,lost,34.0,Saloon,Passenger,British,Adult,male,False
BROWN,Mrs.,"F. C. (Mary ""May"" Cummins)",lost,55.0,Saloon,Passenger,USA,Adult,female,False
BRUNO,Mr.,Henry Augustine,lost,45.0,Saloon,Passenger,British,Adult,male,False
BRUNO,Mrs.,Henry Augustine (Annie Thompson),lost,45.0,Saloon,Passenger,British,Adult,female,False
BURGESS,Mr.,Henry George,saved,37.0,Saloon,Passenger,British,Adult,male,False
BURNSIDE,Miss,Iris Margaret,lost,20.0,Saloon,Passenger,British,Adult,female,False
BURNSIDE,Mrs.,Thomas David Meldrum (Josephine Smyth Eaton),saved,49.0,Saloon,Passenger,British,Adult,female,False
BUSWELL,Mr.,Peter,saved,26.0,Saloon,Passenger,British,Adult,male,False
BYINGTON,Mr.,Albert Jackson,saved,40.0,Saloon,Passenger,USA,Adult,male,False
BYRNE,Mr.,Michael G.,saved,47.0,Saloon,Passenger,USA,Adult,male,False
CAIRNS,Mr.,Robert Wishart,saved,49.0,Saloon,Passenger,British,Adult,male,False
CAMPBELL,Mr.,Alexander,lost,43.0,Saloon,Passenger,British,Adult,male,False
CAMPBELL-JOHNSTON,Mr.,Conway Seymour Godfrey,lost,56.0,Saloon,Passenger,British,Adult,male,False
CAMPBELL-JOHNSTON,Mrs.,Conway Seymour Godfrey (Ida Amelia McBride),lost,57.0,Saloon,Passenger,British,Adult,female,False
CHABOT,Mr.,David Louis,lost,49.0,Saloon,Passenger,British,Adult,male,False
CHAPMAN,Mrs.,William Henry (Ellen Elizabeth Nottingham),saved,59.0,Saloon,Passenger,British,Adult,female,False
CHARLES,Mr.,Joseph Henry,saved,48.0,Saloon,Passenger,British,Adult,male,False
CHARLES,Miss,Doris Maud,saved,21.0,Saloon,Passenger,British,Adult,female,False
CLARKE,Reverend,Charles Cowley,saved,64.0,Saloon,Passenger,British,Adult,male,False
CLARKE,Mr.,Alfred Russell,saved,55.0,Saloon,Passenger,British,Adult,male,False
COLEBROOK,Mr.,Herbert Gladstone,saved,35.0,Saloon,Passenger,British,Adult,male,False
CONNER,Miss,Dorothy,saved,25.0,Saloon,Passenger,USA,Adult,female,False
COPPING,Mr.,George Robert,lost,53.0,Saloon,Passenger,British,Adult,male,False
COPPING,Mrs.,George Robert (Emma Louisa Black),lost,53.0,Saloon,Passenger,British,Adult,female,False
CRICHTON,Mrs.,William C. (Mabel Gardner),lost,42.0,Saloon,Passenger,USA,Adult,female,False
CROMPTON,Mr.,Paul,lost,44.0,Saloon,Passenger,British,Adult,male,False
CROMPTON,Master,Peter Romilly,lost,9.0,Saloon,Passenger,British,Infant,male,False
CROMPTON,Master,John David,lost,6.0,Saloon,Passenger,British,Minor,male,False
CROMPTON,Master,Paul Romilly,lost,9.0,Saloon,Passenger,British,Minor,male,False
CROMPTON,Master,Stephen Hugh,lost,14.0,Saloon,Passenger,British,Minor,male,False
CROMPTON,Mrs.,Paul (Gladys Mary Salis-Schawbe),lost,37.0,Saloon,Passenger,British,Adult,female,False
CROMPTON,Miss,Catherine Mary,lost,10.0,Saloon,Passenger,British,Minor,female,False
CROMPTON,Miss,Alberta,lost,12.0,Saloon,Passenger,British,Minor,female,False
CROOKS,Mr.,Robert Williams,lost,39.0,Saloon,Passenger,British,Adult,male,False
CROSS,Mr.,Ambrose Betham,saved,38.0,Saloon,Passenger,British,Adult,male,False
DALY,Mr.,Harold Mayne,saved,35.0,Saloon,Passenger,British,Adult,male,False
DAVIS,Miss,Emily (maid to the Allans),saved,31.0,Saloon,Passenger,British,Adult,female,False
DEARBERGH,Mr.,Robert Edward,lost,48.0,Saloon,Passenger,British,Adult,male,False
DENYER,Mr.,Ronald (valet to Mr. Vanderbilt),lost,30.0,Saloon,Passenger,USA,Adult,male,False
DEPAGE,Mrs.,Antoine (Marie Picard),lost,43.0,Saloon,Passenger,Belgian,Adult,female,False
DINGWALL,Mr.,Charles Arthur,lost,62.0,Saloon,Passenger,British,Adult,male,False
DOUGALL,Miss,Catherine,lost,24.0,Saloon,Passenger,British,Adult,female,False
DRAKE,Mr.,Bernard Audley Mervyn,lost,23.0,Saloon,Passenger,British,Adult,male,False
DREDGE,Mr.,Joseph Allan,lost,43.0,Saloon,Passenger,British,Adult,male,False
DREDGE,Mrs.,Joseph Allan (Evelyn),lost,39.0,Saloon,Passenger,British,Adult,female,False
DUNSMUIR,Mr.,"James A., Jr.",lost,21.0,Saloon,Passenger,British,Adult,male,False
EMOND,Mr.,Walter Alfred,lost,46.0,Saloon,Passenger,British,Adult,male,False
FISHER,Dr.,Howard Lowrie,saved,49.0,Saloon,Passenger,USA,Adult,male,False
FORMAN,Mr.,Justus Miles,lost,39.0,Saloon,Passenger,USA,Adult,male,False
FOWLES,Mr.,Charles Frederick,lost,49.0,Saloon,Passenger,British,Adult,male,False
FOWLES,Mrs.,Charles Frederick (Frances May Turner),lost,47.0,Saloon,Passenger,British,Adult,female,False
FREEMAN,Mr.,"Richard Rich, Jr.",lost,28.0,Saloon,Passenger,USA,Adult,male,False
FRIEDENSTEIN,Mr.,Joseph,lost,48.0,Saloon,Passenger,British,Adult,male,False
FRIEND,Professor,Edwin William,lost,28.0,Saloon,Passenger,USA,Adult,male,False
FROHMAN,Mr.,Charles,lost,58.0,Saloon,Passenger,USA,Adult,male,False
GAUNTLETT,Mr.,Frederic John,saved,45.0,Saloon,Passenger,USA,Adult,male,False
GIBSON,Mr.,Matthew Orr,lost,48.0,Saloon,Passenger,British,Adult,male,False
GILPIN,Mr.,George Arthur,lost,47.0,Saloon,Passenger,British,Adult,male,False
GORER,Mr.,Edgar Ezekiel,lost,43.0,Saloon,Passenger,British,Adult,male,False
GRAB,Mr.,Oscar Frederick,saved,28.0,Saloon,Passenger,USA,Adult,male,False
GRANT,Mr.,Montagu Tassell,lost,47.0,Saloon,Passenger,British,Adult,male,False
GRANT,Mrs.,Montagu Tassell (Chastina Janet Moore),lost,43.0,Saloon,Passenger,British,Adult,female,False
HAMMOND,Mr.,Ogden Haggerty,saved,46.0,Saloon,Passenger,USA,Adult,male,False
HAMMOND,Mrs.,Ogden Haggerty (Mary Picton Stevens),lost,29.0,Saloon,Passenger,USA,Adult,female,False
HAMMOND,Mr.,Frederick Sydney,lost,29.0,Saloon,Passenger,British,Adult,male,False
HAMMOND,Mrs.,Frederick Sydney (Kathleen Saunders McParland),saved,29.0,Saloon,Passenger,British,Adult,female,False
HARDWICK,Mr.,Charles Cheever,saved,49.0,Saloon,Passenger,USA,Adult,male,False
HARPER,Mr.,John Henry,lost,55.0,Saloon,Passenger,British,Adult,male,False
HARRIS,Mr.,Dwight Carlton,saved,31.0,Saloon,Passenger,USA,Adult,male,False
HAWKINS,Mr.,Frederick William,lost,33.0,Saloon,Passenger,British,Adult,male,False
HICKSON,Miss,Kathryn,lost,57.0,Saloon,Passenger,USA,Adult,female,False
HILL,Mr.,Charles Tilden,saved,38.0,Saloon,Passenger,USA,Adult,male,False
HODGES,Mr.,William Sterling,lost,33.0,Saloon,Passenger,USA,Adult,male,False
HODGES,Master,Dean Winston,lost,5.0,Saloon,Passenger,USA,Minor,male,False
HODGES,Master,"William Sterling, Jr.",lost,8.0,Saloon,Passenger,USA,Minor,male,False
HODGES,Mrs.,William Sterling (Sarah Grisemer),lost,35.0,Saloon,Passenger,USA,Adult,female,False
HOLT,Master,William Robert Grattan,saved,15.0,Saloon,Passenger,British,Minor,male,False
HOME,Mr.,Thomas,saved,50.0,Saloon,Passenger,British,Adult,male,False
HOPKINS,Mr.,Albert Lloyd,lost,44.0,Saloon,Passenger,USA,Adult,male,False
HOUGHTON,Dr.,James Tilley,saved,29.0,Saloon,Passenger,USA,Adult,male,False
HUBBARD,Mr.,Elbert Green,lost,58.0,Saloon,Passenger,USA,Adult,male,False
HUBBARD,Mrs.,Elbert Green (Alice Moore),lost,53.0,Saloon,Passenger,USA,Adult,female,False
HURLEY,Miss,Margaret (maid to the Learoyds),saved,25.0,Saloon,Passenger,British,Adult,female,False
HUTCHINSON,Miss,Phyllis,lost,24.0,Saloon,Passenger,British,Adult,female,False
JACOBAEUS,Mr.,Sigurd Anton,lost,55.0,Saloon,Passenger,Swedish,Adult,male,False
JEFFERY,Mr.,Charles Thomas,saved,39.0,Saloon,Passenger,USA,Adult,male,False
JENKINS,Mr.,Francis Bertram,saved,29.0,Saloon,Passenger,British,Adult,male,False
JOLIVET,Miss,"Marguerite ""Rita"" Lucile",saved,25.0,Saloon,Passenger,French,Adult,female,False
JONES,Miss,Margaret Druller,lost,44.0,Saloon,Passenger,British,Adult,female,False
KEEBLE,Mr.,Wilfrid R.,saved,31.0,Saloon,Passenger,British,Adult,male,False
KEEBLE,Mrs.,Wilfrid R. (Fannie Maud Goldsbrough),saved,32.0,Saloon,Passenger,British,Adult,female,False
KELLETT,Mr.,Francis Cranston,lost,47.0,Saloon,Passenger,USA,Adult,male,False
KEMPSON,Mr.,Maitland,saved,55.0,Saloon,Passenger,British,Adult,male,False
KENAN,Dr.,Owen Hill,saved,42.0,Saloon,Passenger,USA,Adult,male,False
KENNEDY,Mrs.,"Caroline ""Carrie"" (Caroline Hickson)",lost,53.0,Saloon,Passenger,USA,Adult,female,False
KESER,Mr.,Harry J.,lost,41.0,Saloon,Passenger,USA,Adult,male,False
KESER,Mrs.,Harry J. (Mary Bringhurst Floyd),lost,50.0,Saloon,Passenger,USA,Adult,female,False
KESSLER,Mr.,George A.,saved,52.0,Saloon,Passenger,USA,Adult,male,False
KING,Mr.,Thomas Boyce,lost,49.0,Saloon,Passenger,USA,Adult,male,False
KLEIN,Mr.,Charles,lost,48.0,Saloon,Passenger,British,Adult,male,False
KNIGHT,Mr.,Charles Harwood,lost,39.0,Saloon,Passenger,USA,Adult,male,False
KNIGHT,Miss,Elaine Harwood,lost,42.0,Saloon,Passenger,USA,Adult,female,False
KNOX,Mr.,Samuel McIlhenny,saved,57.0,Saloon,Passenger,USA,Adult,male,False
LANE,Sir,Hugh Percy,lost,39.0,Saloon,Passenger,British,Adult,male,False
LASSETTER,Lieutenant,Frederick Macquarie A. (Antill?),saved,22.0,Saloon,Passenger,British,Adult,male,False
LASSETTER,Mrs.,Harry Beauchamp (Elisabeth Anne Antill),saved,43.0,Saloon,Passenger,British,Adult,female,False
LAURIAT,Mr.,"Charles Emelius, Jr.",saved,40.0,Saloon,Passenger,USA,Adult,male,False
LEAROYD,Mr.,Charles Alfred,lost,47.0,Saloon,Passenger,British,Adult,male,False
LEAROYD,Mrs.,Charles Alfred (Mabel Kate Symonds),saved,41.0,Saloon,Passenger,British,Adult,female,False
LEARY,Mr.,James Joseph,saved,35.0,Saloon,Passenger,USA,Adult,male,False
LEHMANN,Mr.,Isaac,saved,36.0,Saloon,Passenger,USA,Adult,male,False
LEIGH,Mr.,Evan Arthur,lost,65.0,Saloon,Passenger,British,Adult,male,False
LETTS,Mr.,Gerald Arthur,lost,45.0,Saloon,Passenger,British,Adult,male,False
LEVINSON,Mr.,"Joseph, Jr.",saved,36.0,Saloon,Passenger,British,Adult,male,False
LEWIN,Mr.,Frederick Guy,lost,45.0,Saloon,Passenger,British,Adult,male,False
LINES,Miss,Alice Maud (nurse to the Pearls),saved,18.0,Saloon,Passenger,British,Adult,female,False
LOBB,Mrs.,Reginald Popham (Mary Beatrice Jackman),saved,31.0,Saloon,Passenger,British,Adult,female,False
LOCKHART,Mr.,Reginald Raphael,saved,49.0,Saloon,Passenger,British,Adult,male,False
LONEY,Miss,Virginia Bruce,saved,15.0,Saloon,Passenger,USA,Minor,female,False
LONEY,Mr.,Allen Donnellan,lost,43.0,Saloon,Passenger,USA,Adult,male,False
LONEY,Mrs.,Allen Donnellan (Catharine Wolfe Brown),lost,37.0,Saloon,Passenger,USA,Adult,female,False
LORENSON,Miss,Greta (nurse to the Pearls),lost,23.0,Saloon,Passenger,Danish,Adult,female,False
LUCK,Master,Kenneth Field,lost,8.0,Saloon,Passenger,USA,Minor,male,False
LUCK,Master,Elbridge Courtlandt,lost,9.0,Saloon,Passenger,USA,Minor,male,False
LUCK,Mrs.,Arthur Courtlandt (Charlotte Field),lost,34.0,Saloon,Passenger,USA,Adult,female,False
MACDONA,Mrs.,Henry D. (Amelia Herbert),lost,59.0,Saloon,Passenger,USA,Adult,female,False
MACKWORTH,Lady,Humphrey (Margaret Haig Thomas),saved,32.0,Saloon,Passenger,British,Adult,female,False
MacLENNAN,Mr.,Frederick Ebenezer,lost,44.0,Saloon,Passenger,British,Adult,male,False
MASON,Mr.,Stewart Southam,lost,30.0,Saloon,Passenger,British,Adult,male,False
MASON,Mrs.,Stewart Southam (Leslie Hawthorne Lindsey),lost,28.0,Saloon,Passenger,USA,Adult,female,False
MATHEWS,Mr.,Arthur Thomas,saved,38.0,Saloon,Passenger,British,Adult,male,False
MATURIN,Father,Basil William,lost,68.0,Saloon,Passenger,British,Adult,male,False
MAURICE,Mr.,George Solomon,lost,43.0,Saloon,Passenger,British,Adult,male,False
McCONNEL,Mr.,John Wanklyn,saved,60.0,Saloon,Passenger,British,Adult,male,False
McLEAN,Mr.,Walter,lost,38.0,Saloon,Passenger,British,Adult,male,False
McMURRAY,Mr.,Leonard Leathes,saved,48.0,Saloon,Passenger,British,Adult,male,False
McMURTRY,Mr.,Frederick Archibald,lost,45.0,Saloon,Passenger,British,Adult,male,False
MEDBURY,Mr.,Maurice Benjamin,lost,50.0,Saloon,Passenger,USA,Adult,male,False
MILLER,Captain,James Blaine,lost,32.0,Saloon,Passenger,USA,Adult,male,False
MILLS,Mr.,Charles Veitch,lost,33.0,Saloon,Passenger,USA,Adult,male,False
MILNE,Miss,Caroline (nurse to Master Stephens),lost,35.0,Saloon,Passenger,British,Adult,female,False
MITCHELL,Mr.,James Duncan,lost,32.0,Saloon,Passenger,British,Adult,male,False
MOODIE,Mr.,Ralph Troupe,lost,32.0,Saloon,Passenger,British,Adult,male,False
MORELL,Mrs.,"Moses ""Max"" Samuel (Goldiana ""Georgina"" Ambler)",saved,76.0,Saloon,Passenger,British,Adult,female,False
MORRISON,Mr.,Kenneth John,lost,48.0,Saloon,Passenger,British,Adult,male,False
MOSELY,Mr.,George Gordon,saved,29.0,Saloon,Passenger,British,Adult,male,False
MYERS,Mr.,Herman Abraham,lost,44.0,Saloon,Passenger,USA,Adult,male,False
MYERS,Mr.,Joseph Laurence,saved,48.0,Saloon,Passenger,USA,Adult,male,False
NAUMANN,Mr.,Frank Gustavus,lost,61.0,Saloon,Passenger,British,Adult,male,False
NYBLOM,Mr.,Gustaf Adolf,lost,29.0,Saloon,Passenger,Swedish,Adult,male,False
OBERLIN,Miss,Elise (maid to the Stephenses),lost,31.0,Saloon,Passenger,Swiss,Adult,female,False
ORR-LEWIS,Mr.,Frederick,saved,49.0,Saloon,Passenger,British,Adult,male,False
OSBORNE,Mrs.,Alexander B. (Alexandra Mary Bryson),saved,49.0,Saloon,Passenger,British,Adult,female,False
OSBOURNE,Mrs.,T. O. (Ella),lost,31.0,Saloon,Passenger,British,Adult,female,False
PADILLA,Mr.,Frederico G.,lost,34.0,Saloon,Passenger,Mexican,Adult,male,False
PADLEY,Mrs.,Charles (Florence May Fry),saved,23.0,Saloon,Passenger,British,Adult,female,False
PAGE,Mr.,John Harvey,lost,40.0,Saloon,Passenger,USA,Adult,male,False
PAPPADOPOULO,Mr.,Michael N.,lost,43.0,Saloon,Passenger,Greek,Adult,male,False
PAPPADOPOULO,Mrs.,Michael N. (Angela),saved,32.0,Saloon,Passenger,Greek,Adult,female,False
PARTRIDGE,Mr.,Frank E.,saved,42.0,Saloon,Passenger,British,Adult,male,False
PAYNTER,Mr.,Charles Edwin,lost,63.0,Saloon,Passenger,British,Adult,male,False
PAYNTER,Miss,Irene Emily,saved,30.0,Saloon,Passenger,British,Adult,female,False
PEARDON,Mr.,Franklin Arthur,lost,35.0,Saloon,Passenger,British,Adult,male,False
PEARL,Master,Stuart Duncan Day,saved,5.0,Saloon,Passenger,USA,Minor,male,False
PEARL,Miss,Audrey Warren,saved,3.0,Saloon,Passenger,USA,Infant,female,False
PEARL,Surgeon-Major,"Frederic ""Frank"" Warren",saved,46.0,Saloon,Passenger,USA,Adult,male,False
PEARL,Mrs.,Frederic Warren (Amy Lea Duncan),saved,34.0,Saloon,Passenger,USA,Adult,female,False
PEARL,Miss,Susan Whitewright,lost,1.0,Saloon,Passenger,USA,Infant,female,False
PEARL,Miss,Amy Whitewright Warren,lost,2.0,Saloon,Passenger,USA,Minor,female,False
PEARSON,Dr.,Fred Stark,lost,53.0,Saloon,Passenger,USA,Adult,male,False
PEARSON,Mrs.,Fred Stark (Mabel Ward),lost,52.0,Saloon,Passenger,USA,Adult,female,False
PERKINS,Mr.,Edwin,lost,41.0,Saloon,Passenger,British,Adult,male,False
PERRY,Mr.,Frederick John,saved,25.0,Saloon,Passenger,British,Adult,male,False
PERRY,Mr.,Albert Norriss,lost,26.0,Saloon,Passenger,British,Adult,male,False
PHILLIPS,Mr.,Wallace Banta,saved,29.0,Saloon,Passenger,USA,Adult,male,False
PIERPOINT,Detective-Inspector,William John,saved,51.0,Saloon,Passenger,British,Adult,male,False
PIRIE,Mr.,Robinson,saved,59.0,Saloon,Passenger,British,Adult,male,False
PLAMONDON,Mr.,Charles Ambrose,lost,59.0,Saloon,Passenger,USA,Adult,male,False
PLAMONDON,Mrs.,Charles Ambrose (Mary Letitia Mackin),lost,58.0,Saloon,Passenger,USA,Adult,female,False
POLLARD,Mr.,Henry,lost,30.0,Saloon,Passenger,British,Adult,male,False
POPE,Miss,Theodate (Effie Brooks Pope),saved,48.0,Saloon,Passenger,USA,Adult,female,False
POSEN,Mr.,Eugene Henry,saved,41.0,Saloon,Passenger,British,Adult,male,False
POWELL,Mr.,George A.,lost,55.0,Saloon,Passenger,British,Adult,male,False
RANKIN,Mr.,Robert,saved,33.0,Saloon,Passenger,USA,Adult,male,False
RATCLIFF,Mr.,Norman Albert,saved,36.0,Saloon,Passenger,British,Adult,male,False
RHYS-EVANS,Mr.,Arnold Leslie (secretary to Mr. Thomas),saved,23.0,Saloon,Passenger,British,Adult,male,False
ROBINSON,Mr.,Charles E. H.,lost,54.0,Saloon,Passenger,USA,Adult,male,False
ROBINSON,Mrs.,Charles E. H. (Prudence Mary Rose),lost,59.0,Saloon,Passenger,USA,Adult,female,False
ROBINSON,Miss,Miss Emily (maid to Miss Pope),lost,31.0,Saloon,Passenger,USA,Adult,female,False
ROGERS,Mr.,Percy William,saved,46.0,Saloon,Passenger,British,Adult,male,False
ROGERS,Mr.,Frank Albert,lost,34.0,Saloon,Passenger,British,Adult,male,False
ROGERS,Mrs.,Frank Albert (Agnes Bloor Hill),lost,31.0,Saloon,Passenger,British,Adult,female,False
RUMBLE,Mr.,Thomas Walter,lost,27.0,Saloon,Passenger,British,Adult,male,False
RYERSON,Miss,Laura Mary,saved,23.0,Saloon,Passenger,British,Adult,female,False
RYERSON,Mrs.,George Sterling (Mary Amelia Crowther),lost,56.0,Saloon,Passenger,British,Adult,female,False
SCHWABACHER,Mr.,Leo M.,lost,43.0,Saloon,Passenger,USA,Adult,male,False
SCHWARCZ,Mr.,Max M.,lost,51.0,Saloon,Passenger,USA,Adult,male,False
SCHWARTE,Mr.,Friedrich Wilhelm August,saved,44.0,Saloon,Passenger,British,Adult,male,False
SCOTT,Captain,Alick John,lost,29.0,Saloon,Passenger,British,Adult,male,False
SECCOMBE,Mr.,Percy W.,lost,20.0,Saloon,Passenger,USA,Adult,male,False
SECCOMBE,Miss,Elizabeth Ann,lost,38.0,Saloon,Passenger,British,Adult,female,False
SHIELDS,Mr.,Victor E.,lost,45.0,Saloon,Passenger,USA,Adult,male,False
